,Verse,Transcription
87,1Esd3:8,"καὶ τότε γράψαντες ἕκαστος τὸν ἑαυτοῦ λόγον ἐσφραγίσαντο καὶ ἔθηκαν ὑπὸ τὸ προσκεφάλαιον Δαρείου τοῦ βασιλέως, καὶ εἶπαν"
88,1Esd3:9,"Ὅταν ἐγερθῇ ὁ βασιλεύς, δώσουσιν αὐτῷ τὸ γράμμα· καὶ ὃν ἂν κρίνῃ ὁ βασιλεὺς καὶ οἱ τρεῖς μεγιστᾶνες τῆς Περσίδος ὅτι οὗ ὁ λόγος αὐτοῦ σοφώτερος, αὐτῷ δοθήσεται τὸ νῖκος, καθὼς γέγραπται."
89,1Esd3:10,ὁ εἷς ἔγραψεν Ὑπερισχύει ὁ οἶνος.
90,1Esd3:11,ὁ ἕτερος ἔγραψεν Ὑπερισχύει ὁ βασιλεύς.
91,1Esd3:12,"ὁ τρίτος ἔγραψεν Ὑπερισχύουσιν αἱ γυναῖκες, ὑπὲρ δὲ πάντα νικᾷ ἡ ἀλήθεια."
92,1Esd3:13,"καὶ ὅτε ἐξηγέρθη ὁ βασιλεύς, λαβόντες τὸ γράμμα ἔδωκαν αὐτῷ, καὶ ἀνέγνω."
93,1Esd3:14,"καὶ ἐξαποστείλας ἐκάλεσεν πάντας τοὺς μεγιστᾶνας τῆς Περσίδος καί τῆς Μηδείας καὶ σατράπας καὶ στρατηγοὺς καὶ τοπάρχας καὶ ὑπάτους, καὶ ἐκάθισεν ἐν τῷ χρηματιστηρίῳ, καὶ ἀνεγνώσθη τὸ γράμμα ἐνώπιον αὐτῶν."
94,1Esd3:15,"καὶ εἶπεν Καλέσατε τοὺς νεανίσκους, καὶ αὐτοὶ δηλώσουσιν τοὺς λόγους αὐτῶν· καὶ ἐκλήθησαν, καὶ εἰσήλθοσαν."
95,1Esd3:16,"καὶ εἶπαν αὐτοῖς Ἀπαγγείλατε ἡμῖν περὶ τῶν γεγραμμένων. Καὶ ἤρξατο ὁ πρῶτος ὁ εἴπας περὶ τῆς ἰσχύος τοῦ οἴνου, καὶ ἔφη οὕτως"
96,1Esd3:17,"Ἄνδρες, πῶς ὑπερισχύει ὁ οἶνος. πάντας τοὺς ἀνθρώπους τοὺς πιόντας αὐτὸν πλανᾷ τὴν διάνοιαν,"
97,1Esd3:18,"τοῦ τε βασιλέως καὶ τοῦ ὀρφανοῦ ποιεῖ τὴν διάνοιαν μίαν, τήν τε τοῦ οἰκέτου καὶ τὴν τοῦ ἐλευθέρου, τήν τε τοῦ πένητος καὶ τὴν τοῦ πλουσίου·"
98,1Esd3:19,"καὶ πᾶσαν διάνοιαν μεταστρέφει εἰς εὐωχίαν καὶ εὐφροσύνην, καὶ οὐ μέμνηται πᾶσαν λύπην καὶ πᾶν ὀφείλημα·"
99,1Esd3:20,"καὶ πάσας καρδίας ποιεῖ πλουσίας, καὶ οὐ μέμνηται βασιλέα οὐδὲ σατράπην· καὶ πάντα διὰ ταλάντων ποιεῖ λαλεῖν."
100,1Esd3:21,"καὶ οὐ μέμνηται ὅταν πίνωσιν φιλιάζειν φίλοις καὶ ἀδελφοῖς, καὶ μετ’ οὐ πολὺ σπῶνται μαχαίρας·"
101,1Esd3:22,"καὶ ὅταν ἀπὸ τοῦ οἴνου ἐγερθῶσιν, οὐ μέμνηται ἃ ἔπραξαν."
102,1Esd3:23,"ὦ ἄνδρες, οὐχ ὑπερισχύει ὁ οἶνος ὅτι οὕτως ἀναγκάζει ποιεῖν; καὶ ἐσίγησεν οὕτως εἴπας."
103,1Esd4:1,Καὶ ἤρξατο ὁ δεύτερος λαλεῖν ὁ εἴπας περὶ τῆς ἰσχύος τοῦ βασιλέως
104,1Esd4:2,"Ὦ ἄνδρες, οὐχ ὑπερισχύουσιν οἱ ἄνθρωποι, τὴν γῆν καὶ τὴν θάλασσαν κατακρατοῦντες καὶ πάντα τὰ ἐν αὐτοῖς;"
105,1Esd4:3,"ὁ δὲ βασιλεὺς ὑπερισχύει καὶ κυριεύει αὐτῶν καὶ δεσπόζει αὐτῶν, καὶ πᾶν ὃ ἐὰν εἴπῃ αὐτοῖς ἐνακούουσιν."
106,1Esd4:4,"ἐὰν εἴπῃ αὐτοῖς ποιῆσαι πόλεμον ἕτερος πρὸς τὸν ἕτερον, ποιοῦσιν· ἐὰν δὲ ἐξαποστείλῃ αὐτοὺς πρὸς τοὺς πολεμίους, βαδίζουσιν καὶ κατεργάζονται τὰ ὄρη καὶ τὰ τείχη καὶ τοὺς πύργους."
107,1Esd4:5,"φονεύουσιν καὶ φονεύονται, καὶ τὸν λόγον τοῦ βασιλέως οὐ παραβαίνουσιν· ἐὰν δὲ νικήσωσιν, τῷ βασιλεῖ κομίζουσιν πάντα, καὶ ἐὰν προνομεύσωσιν καὶ τὰ ἄλλα πάντα."
108,1Esd4:6,"καὶ ὅσοι οὐ στρατεύονται οὐδὲ πολεμοῦσιν ἀλλὰ γεωργοῦσιν τὴν γῆν, πάλιν ὅταν σπείρωσι, θερίσαντες ἀναφέρουσιν τῷ βασιλεῖ· καὶ ἕτερος τὸν ἕτερον ἀναγκάζοντες ἀναφέρουσι τοὺς φόρους τῷ βασιλεῖ."
109,1Esd4:7,"καὶ αὐτὸς εἰ μόνος ἐστίν, ἐὰν εἴπῃ ἀποκτεῖναι, ἀποκτέννουσιν· εἶπεν ἀφεῖναι, ἀφίουσιν·"
110,1Esd4:8,"εἶπε πατάξαι, τύπτουσιν· εἶπεν ἐρημῶσαι, ἐρημοῦσιν· εἶπεν οἰκοδομῆσαι, οἰκοδομοῦσιν·"
111,1Esd4:9,"εἶπεν ἐκκόψαι, ἐκκόπτουσιν· εἶπεν φυτεῦσαι, φυτεύουσιν·"
112,1Esd4:10,"καὶ πᾶς ὁ λαὸς αὐτοῦ καὶ αἱ δυνάμεις αὐτοῦ ἐνακούουσιν. πρὸς δὲ τούτοις αὐτὸς ἀνάκειται, ἐσθίει καὶ πίνει καὶ καθεύδει·"
113,1Esd4:11,"αὐτοὶ δὲ τηροῦσιν κύκλῳ περὶ αὐτόν, καὶ οὐ δύνανται ἕκαστος ἀπελθεῖν καὶ ποιεῖν τὰ ἔργα αὐτοῦ, οὐδὲ παρακούουσιν αὐτοῦ."
114,1Esd4:12,"ὦ ἄνδρες, πῶς οὐχ ὑπερισχύει ὁ βασιλεὺς ὅτι οὕτως ἐπακουστός ἐστιν; καὶ ἐσίγησεν."
115,1Esd4:13,"Ὁ δὲ τρίτος ὁ εἴπας περὶ τῶν γυναικῶν καὶ τῆς ἀληθείας, οὗτός ἐστιν Ζοροβαβέλ, ἤρξατο λαλεῖν"
116,1Esd4:14,"Ἄνδρες, οὐ μέγας ὁ βασιλεύς, καὶ πολλοὶ οἱ ἄνθρωποι, καὶ ὁ οἶνος ἰσχύει; τίς οὖν ὁ δεσπόζων αὐτῶν, ἢ τίς ὁ κυριεύων; οὐχ αἱ γυναῖκες;"
117,1Esd4:15,αἱ γυναῖκες ἐγέννησαν τὸν βασιλέα καὶ πάντα τὸν λαὸν ὃς κυριεύει τῆς θαλάσσης καὶ τῆς γῆς·
118,1Esd4:16,"καὶ ἐξ αὐτῶν ἐγένοντο, καὶ αὗται ἐξέθρεψαν αὐτοὺς τοὺς φυτεύσαντας τοὺς ἀμπελῶνας ἐξ ὧν ὁ οἶνος γίνεται,"
119,1Esd4:17,"καὶ αὗται ποιοῦσιν τὰς στολὰς τῶν ἀνθρώπων, καὶ αὗται ποιοῦσιν δόξαν τοῖς ἀνθρώποις, καὶ οὐ δύνανται οἱ ἄνθρωποι εἶναι χωρὶς τῶν γυναικῶν."
120,1Esd4:18,"ἐὰν δὲ συναγάγωσιν χρυσίον καὶ ἀργύριον καὶ πᾶν πρᾶγμα ὡραῖον, καὶ ἴδωσιν γυναῖκα μίαν καλὴν τῷ εἴδει καὶ τῷ κάλλει,"
121,1Esd4:19,"καὶ ταῦτα πάντα ἀφέντες εἰς αὐτὴν κέχηναν, καὶ χάσκοντες τὸ στόμα θεωροῦσιν αὐτήν, καὶ πάντες αὐτὴν αἱρετίζουσιν μᾶλλον ἢ τὸ χρυσίον καὶ τὸ ἀργύριον καὶ πᾶν πρᾶγμα ὡραῖον."
122,1Esd4:20,"ἄνθρωπος τὸν ἑαυτοῦ πατέρα ἐνκαταλείπει ὃς ἐξέθρεψεν αὐτὸν καὶ τὴν ἰδίαν χώραν, καὶ πρὸς τὴν ἰδίαν γυναῖκα κολλᾶται,"
123,1Esd4:21,"καὶ μετὰ τῆς γυναικὸς ἀφίησι τὴν ψυχήν, καὶ οὔτε τὸν πατέρα μέμνηται οὔτε τὴν μητέρα οὔτε τὴν χώραν."
124,1Esd4:22,"καὶ ἐντεῦθεν δεῖ ὑμᾶς γνῶναι ὅτι αἱ γυναῖκες κυριεύουσιν ὑμῶν· οὐχὶ πονεῖτε καὶ μοχθεῖτε, καὶ πάντα ταῖς γυναιξὶν δίδοτε καὶ φέρετε;"
125,1Esd4:23,"καὶ λαμβάνει ἄνθρωπος τὴν ῥομφαίαν αὐτοῦ καὶ ἐκπορεύεται ἐξοδεύειν καὶ λῃστεύειν καὶ κλέπτειν, καὶ εἰς τὴν θάλασσαν πλεῖν καὶ ποταμούς,"
126,1Esd4:24,"καὶ τὸν λέοντα θεωρεῖ, καὶ ἐν σκότει βαδίζει· καὶ ὅταν κλέψῃ καὶ ἁρπάσῃ καὶ λωποδυτήσῃ, τῇ ἐρωμένῃ ἀποφέρει."
127,1Esd4:25,καὶ πλεῖον ἀγαπᾷ ἄνθρωπος τὴν ἰδίαν γυναῖκα μᾶλλον ἢ τὸν πατέρα καὶ τὴν μητέρα.
128,1Esd4:26,"καὶ πολλοὶ ἀπενοήθησαν ταῖς ἰδίαις διανοίαις διὰ τὰς γυναῖκας, καὶ δοῦλοι ἐγένοντο δι’ αὐτάς·"
129,1Esd4:27,καὶ πολλοὶ ἀπώλοντο καὶ ἐσφάλησαν καὶ ἡμάρτοσαν διὰ τὰς γυναῖκας.
130,1Esd4:28,καὶ νῦν οὐ πιστεύετέ μοι; οὐχὶ μέγας ὁ βασιλεὺς τῇ ἐξουσίᾳ αὐτοῦ; οὐχὶ πᾶσαι αἱ χῶραι εὐλαβοῦνται ἅψασθαι αὐτοῦ;
131,1Esd4:29,"ἐθεώρουν αὐτὸν καὶ Ἀπάμην τὴν θυγατέρα Βαρτάκου τοῦ θαυμαστοῦ τὴν παλλακὴν τοῦ βασιλέως καθημένην ἐν δεξιᾷ τοῦ βασιλέως,"
132,1Esd4:30,καὶ ἀφαιροῦσαν τὸ διάδημα ἀπὸ τῆς κεφαλῆς τοῦ βασιλέως καὶ ἐπιτιθοῦσαν αὑτῇ· καὶ ἐράπιζεν τὸν βασιλέα τῇ ἀριστερᾷ.
133,1Esd4:31,"καὶ πρὸς τούτοις ὁ βασιλεὺς χάσκων τὸ στόμα ἐθεώρει αὐτήν· καὶ ἐὰν γελάσῃ αὐτῷ, γελᾷ· ἐὰν δὲ πικρανθῇ ἐπ’ αὐτόν, κολακεύει αὐτὴν ὅπως διαλλαγῇ αὐτῷ."
134,1Esd4:32,"ὦ ἄνδρες, πῶς οὐκ ἰσχυραὶ αἱ γυναῖκες ὅτι οὕτως πράσσουσιν;"
135,1Esd4:33,καὶ τότε ὁ βασιλεὺς καὶ οἱ μεγιστᾶνες ἔβλεπον εἷς τὸν ἕτερον. καὶ ἤρξατο λαλεῖν περὶ τῆς ἀληθείας
136,1Esd4:34,"Ἄνδρες, οὐκ ἰσχυραὶ αἱ γυναῖκες; μεγάλη ἡ γῆ, καὶ ὑψηλὸς ὁ οὐρανός, καὶ ταχὺς τῷ δρόμῳ ὁ ἥλιος, ὅτι στρέφεται ἐν τῷ κύκλῳ τοῦ οὐρανοῦ καὶ πάλιν ἀποτρέχει εἰς τὸν ἑαυτοῦ τόπον ἐν μιᾷ ἡμέρᾳ."
137,1Esd4:35,οὐχὶ μέγας ὃς ταῦτα ποιεῖ; καὶ ἡ ἀλήθεια μεγάλη καὶ ἰσχυροτέρα παρὰ πάντα.
138,1Esd4:36,"πᾶσα ἡ γῆ τὴν ἀλὴθειαν καλεῖ, καὶ ὁ οὐρανὸς αὐτὴν εὐλογεῖ, καὶ πάντα τὰ ἔργα σείεται καὶ τρέμει, καὶ οὐκ ἔστιν μετ’ αὐτοῦ ἄδικον οὐθέν."
139,1Esd4:37,"ἄδικος ὁ οἶνος, ἄδικος ὁ βασιλεύς, ἄδικοι αἱ γυναῖκες, ἄδικοι πὰντες οἱ υἱοὶ τῶν ἀνθρώπων καὶ ἄδικα πάντα τὰ ἔργα αὐτῶν, πάντα τὰ τοιαῦτα· καὶ οὐκ ἔστιν ἐν αὐτοῖς ἀλήθεια, καὶ ἐν τῇ ἀδικίᾳ αὐτῶν ἀπολοῦνται."
140,1Esd4:38,"καὶ ἡ ἀλήθεια μένει καὶ ἰσχύει εἰς τὸν αἰῶνα, καὶ ζῇ καὶ κρατεῖ εἰς τὸν αἰῶνα τοῦ αἰῶνος."
141,1Esd4:39,"καὶ οὐκ ἔστιν παρ’ αὐτὴν λαμβάνειν πρόσωπα οὐδὲ διάφορα, ἀλλὰ τὰ δίκαια ποιεῖ ἀπὸ πάντων τῶν ἀδίκων καὶ πονηρῶν· καὶ πάντες εὐδοκοῦσι τοῖς ἔργοις αὐτῆς,"
142,1Esd4:40,καὶ οὐκ ἔστιν ἐν τῇ κρίσει αὐτῆς οὐθὲν ἄδικον. καὶ αὐτῇ ἡ ἰσχὺς καὶ τὸ βασίλειον καὶ ἡ ἐξουσία καὶ ἡ μεγαλειότης τῶν πάντων αἰώνων· εὐλογητὸς ὁ θεὸς τῆς ἀληθείας.
143,1Esd4:41,καὶ ἐσιώπησεν τοῦ λαλεῖν· καὶ πᾶς ὁ λαὸς τότε ἐφώνησεν καὶ τότε εἶπον Μεγάλη ἡ ἀλήθεια καὶ ὑπερισχύει.
144,1Esd4:42,"Τότε ὁ βασιλεὺς εἶπεν αὐτῷ Αἴτησαι ὃ θέλεις πλείω τῶν γεγραμμένων, καὶ δώσομέν σοι, ὅν τρόπον εὑρέθης σοφώτερος· καὶ ἐχόμενός μου καθήσῃ, καὶ συγγενής μου κληθήσῃ."
145,1Esd4:43,"τότε εἶπεν τῷ βασιλεῖ Μνήσθητι τὴν εὐχὴν ἣν ηὔξω οἰκοδομῆσαι τὴν Ἰερουσαλήμ ἐν τῇ ἡμέρᾳ ᾗ τὸ βασίλειόν σου παρέλαβες,"
146,1Esd4:44,"καὶ πάντα τά σκεύη τὰ λημφθέντα ἐξ Ἰερουσαλὴμ καὶ ἐκπέμψαι ἃ ἐχώρισεν Κῦρος, ὅτε ηὔξατο ἐκκόψαι Βαβυλῶνα, καὶ ηὔξατο ἐξαποστεῖλαι ἐκεῖ."
147,1Esd4:45,"καὶ σὺ εὔξω οἰκοδομῆσαι τὸν ναὸν ὃν ἐνεπύρισαν οἱ Ἰουδαῖοι, ὅτε ἐρημώθη ἡ Ἰουδαία ὑπὸ τῶν Χαλδαίων."
148,1Esd4:46,"καὶ νῦν τοῦτό ἐστιν ὅσα ἀξιῶ, κύριε βασιλεῦ, καὶ ὃ αἰτοῦμαί σε, καὶ αὕτη ἐστὶν ἡ μεγαλωσύνη ἡ παρὰ σοῦ· δέομαι οὖν ἵνα ποιήσῃς τὴν εὐχὴν ἣν ηὔξω τῷ βασιλεῖ τοῦ οὐρανοῦ ποιῆσαι ἐκ στόματός σου."
149,1Esd4:47,"Τότε ἀναστάς Δαρεῖος ὁ βασιλεὺς κατεφίλησεν αὐτόν, καὶ ἔγραψεν αὐτῷ τὰς ἐπιστολὰς πρὸς πάντας οἰκονόμους καὶ τοπάρχας καὶ στρατηγοὺς καὶ σατράπας, ἵνα προπέμψωσιν αὐτὸν καὶ τοὺς μετ’ αὐτοῦ πάντας ἀναβαίνοντας οἰκοδομῆσαι τὴν Ἰερουσαλήμ."
150,1Esd4:48,"καὶ πᾶσι τοῖς τοπάρχαις ἐν κοίλῃ Συρίᾳ καὶ Φοινίκῃ καὶ τοῖς ἐν τῷ Λιβάνῳ καὶ ἔγραψεν ἐπιστολάς, μεταφέρειν ξύλα κέδρινα ἀπὸ τοῦ Λιβάνου εἰς Ἰερουσαλήμ, καὶ ὅπως οἰκοδομήσωσιν μετ’ αὐτοῦ τὴν πόλιν."
151,1Esd4:49,"καὶ ἔγραψεν πᾶσι τοῖς Ἰουδαίοις τοῖς ἀναβαίνουσιν ἀπὸ τῆς βασιλείας εἰς τὴν Ἰουδαίαν ὑπὲρ τῆς ἐλευθερίας, πάντα δυνατὸν καὶ σατράπην καὶ τοπάρχην καὶ οἰκονόμον μὴ ἐπελεύσεσθαι ἐπὶ τὰς θύρας αὐτῶν,"
152,1Esd4:50,καὶ πᾶσαν τὴν χώραν ἣν κρατήσουσιν ἀφορολόγητον αὐτοῖς ὑπάρχειν· καὶ ἵνα οἱ Χαλδαῖοι ἀφίουσι τὰς κώμας ἃς διακρατοῦσιν τῶν Ἰουδαίων.
153,1Esd4:51,καὶ εἰς τὴν οἰκοδομήν τοῦ ἱεροῦ δοθῆναι κατ’ ἐνιαυτὸν τάλαντα εἴκοσι μέχρι τοῦ οἰκοδομηθῆναι·
154,1Esd4:52,"καὶ ἐπὶ τὸ θυσιαστήριον ὁλοκαυτώματα καρποῦσθαι καθ’ ἡμέραν, καθὰ ἔχουσιν ἐντολὴν ἑπτὰ καὶ δέκα προσφέρειν, ἄλλα τάλαντα, δέκα κατ’ ἐνιαυτόν."
155,1Esd4:53,"καὶ πᾶσιν τοῖς προσβαίνουσιν ἀπὸ τῆς Βαβυλωνίας κτίσαι τὴν πόλιν, ὑπάρχειν τὴν ἐλευθερίαν αὐτοῖς τε καὶ τοῖς τέκνοις αὐτῶν, καὶ πᾶσι τοῖς ἱερεῦσι τοῖς προσβαίνουσιν."
156,1Esd4:54,ἔγραψεν δὲ καὶ τὴν χορηγίαν καὶ τὴν ἱερατικὴν στολὴν ἐν τίνι λατρεύουσιν ἐν αὐτῇ.
157,1Esd4:55,καὶ τοῖς Λευείταις ἔγραψεν δοῦναι τὴν χορηγίαν ἕως τῆς ἡμέρας ᾗ ἐπιτελεσθῇ ὁ οἶκος καὶ Ἰερουσαλὴμ οἰκοδομηθῆναι.
158,1Esd4:56,"καὶ πᾶσι τοῖς φρουροῦσι τὴν πόλιν, ἔγραψε δοῦναι αὐτοῖς κλήρους καὶ ὀψώνια."
159,1Esd4:57,"καὶ ἐξαπέστειλεν πάντα τὰ σκεύη ἃ ἐχώρισεν Κῦρος ἀπὸ Βαβυλῶνος· καὶ πάντα ὅσα εἶπεν Κῦρος ποιῆσαι, καὶ αὐτὸς ἐπέταξεν ποιῆσαι καὶ ἐξαποστεῖλαι εἰς Ἰερουσαλήμ."
