,Verse,Transcription
115,Mt5:26,ἀμὴν λέγω σοι οὐ μὴ ἐξέλθῃς ἐκεῖθεν ἕως ἂν ἀποδῷς τὸν ἔσχατον κοδράντην
116,Mt5:27,ἠκούσατε ὅτι ἐρρέθη οὐ μοιχεύσεις
117,Mt5:28,ἐγὼ δὲ λέγω ὑμῖν ὅτι πᾶς ὁ βλέπων γυναῖκα πρὸς τὸ ἐπιθυμῆσαι αὐτὴν ἤδη ἐμοίχευσεν αὐτὴν ἐν τῇ καρδίᾳ αὐτοῦ
118,Mt5:29,εἰ δὲ ὁ ὀφθαλμός σου ὁ δεξιὸς σκανδαλίζει σε ἔξελε αὐτὸν καὶ βάλε ἀπὸ σοῦ συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν
119,Mt5:30,καὶ εἰ ἡ δεξιά σου χεὶρ σκανδαλίζει σε ἔκκοψον αὐτὴν καὶ βάλε ἀπὸ σοῦ συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν
120,Mt5:31,ἐρρέθη δὲ ὅτι ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ δότω αὐτῇ ἀποστάσιον
121,Mt5:32,ἐγὼ δὲ λέγω ὑμῖν ὅτι ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ παρεκτὸς λόγου πορνείας ποιεῖ αὐτὴν μοιχᾶσθαι καὶ ὃς ἐὰν ἀπολελυμένην γαμήσῃ μοιχᾶται
122,Mt5:33,πάλιν ἠκούσατε ὅτι ἐρρέθη τοῖς ἀρχαίοις οὐκ ἐπιορκήσεις ἀποδώσεις δὲ τῷ κυρίῳ τοὺς ὅρκους σου
123,Mt5:34,ἐγὼ δὲ λέγω ὑμῖν μὴ ὀμόσαι ὅλως μήτε ἐν τῷ οὐρανῷ ὅτι θρόνος ἐστὶν τοῦ θεοῦ
124,Mt5:35,μήτε ἐν τῇ γῇ ὅτι ὑποπόδιόν ἐστιν τῶν ποδῶν αὐτοῦ μήτε εἰς Ἱεροσόλυμα ὅτι πόλις ἐστὶν τοῦ μεγάλου βασιλέως
125,Mt5:36,μήτε ἐν τῇ κεφαλῇ σου ὀμόσῃς ὅτι οὐ δύνασαι μίαν τρίχα λευκὴν ἢ μέλαιναν ποιῆσαι
126,Mt5:37,ἔστω δὲ ὁ λόγος ὑμῶν ναὶ ναί οὒ οὔ τὸ δὲ περισσὸν τούτων ἐκ τοῦ πονηροῦ ἐστιν
127,Mt5:38,ἠκούσατε ὅτι ἐρρέθη ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ καὶ ὀδόντα ἀντὶ ὀδόντος
128,Mt5:39,ἐγὼ δὲ λέγω ὑμῖν μὴ ἀντιστῆναι τῷ πονηρῷ ἀλλ' ὅστις σε ῥαπίσει ἐπί τὴν δεξιὰν σιαγόνα στρέψον αὐτῷ καὶ τὴν ἄλλην
129,Mt5:40,καὶ τῷ θέλοντί σοι κριθῆναι καὶ τὸν χιτῶνά σου λαβεῖν ἄφες αὐτῷ καὶ τὸ ἱμάτιον
130,Mt5:41,καὶ ὅστις σε ἀγγαρεύσει μίλιον ἕν ὕπαγε μετ' αὐτοῦ δύο
131,Mt5:42,τῷ αἰτοῦντί σε δίδου καὶ τὸν θέλοντα ἀπὸ σοῦ δανείσασθαι μὴ ἀποστραφῇς
132,Mt5:43,ἠκούσατε ὅτι ἐρρέθη ἀγαπήσεις τὸν πλησίον σου καὶ μισήσεις τὸν ἐχθρόν σου
133,Mt5:44,ἐγὼ δὲ λέγω ὑμῖν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν εὐλογεῖτε τοὺς καταρωμένους ὑμᾶς καλῶς ποιεῖτε τοῖς μισοῦσιν ὑμᾶς καὶ προσεύχεσθε ὑπὲρ τῶν ἐπηρεαζόντων ὑμᾶς καὶ διωκόντων ὑμᾶς
134,Mt5:45,ὅπως γένησθε υἱοὶ τοῦ πατρὸς ὑμῶν τοῦ ἐν τοῖς οὐρανοῖς ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει ἐπὶ πονηροὺς καὶ ἀγαθούς καὶ βρέχει ἐπὶ δικαίους καὶ ἀδίκους
135,Mt5:46,ἐὰν γὰρ ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς τίνα μισθὸν ἔχετε οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν
136,Mt5:47,καὶ ἐὰν ἀσπάσησθε τοὺς φίλους ὑμῶν μόνον τί περισσὸν ποιεῖτε οὐχὶ καὶ οἱ τελῶναι οὕτως ποιοῦσιν
137,Mt5:48,ἔσεσθε οὖν ὑμεῖς τέλειοι ὥσπερ ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς τέλειός ἐστιν
138,Mt6:1,προσέχετε τὴν ἐλεημοσύνην ὑμῶν μὴ ποιεῖν ἔμπροσθεν τῶν ἀνθρώπων πρὸς τὸ θεαθῆναι αὐτοῖς εἰ δὲ μήγε μισθὸν οὐκ ἔχετε παρὰ τῷ πατρὶ ὑμῶν τῷ ἐν τοῖς οὐρανοῖς
139,Mt6:2,ὅταν οὖν ποιῇς ἐλεημοσύνην μὴ σαλπίσῃς ἔμπροσθέν σου ὥσπερ οἱ ὑποκριταὶ ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις ὅπως δοξασθῶσιν ὑπὸ τῶν ἀνθρώπων ἀμὴν λέγω ὑμῖν ἀπέχουσιν τὸν μισθὸν αὐτῶν
140,Mt6:3,σοῦ δὲ ποιοῦντος ἐλεημοσύνην μὴ γνώτω ἡ ἀριστερά σου τί ποιεῖ ἡ δεξιά σου
141,Mt6:4,ὅπως ᾖ σου ἡ ἐλεημοσύνη ἐν τῷ κρυπτῷ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ αὑτὸς ἀποδώσει σοι ἐν τῷ φανερῷ
142,Mt6:5,καὶ ὅταν προσεύχῃ οὐκ ἔσῃ ὥσπερ οἱ ὑποκριταί ὅτι φιλοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι ὅπως ἂν φανῶσιν τοῖς ἀνθρώποις ἀμὴν λέγω ὑμῖν ὅτι ἀπέχουσιν τὸν μισθὸν αὐτῶν
143,Mt6:6,σὺ δέ ὅταν προσεύχῃ εἴσελθε εἰς τὸ ταμιεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι ἐν τῷ φανερῷ
144,Mt6:7,προσευχόμενοι δὲ μὴ βαττολογήσητε ὥσπερ οἱ ἐθνικοί δοκοῦσιν γὰρ ὅτι ἐν τῇ πολυλογίᾳ αὐτῶν εἰσακουσθήσονται
145,Mt6:8,μὴ οὖν ὁμοιωθῆτε αὐτοῖς οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν
146,Mt6:9,οὕτως οὖν προσεύχεσθε ὑμεῖς πάτερ ἡμῶν ὁ ἐν τοῖς οὐρανοῖς ἁγιασθήτω τὸ ὄνομά σου
147,Mt6:10,ἐλθέτω ἡ βασιλεία σου γενηθήτω τὸ θέλημά σου ὡς ἐν οὐρανῷ καὶ ἐπὶ τῆς γῆς
148,Mt6:11,τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δὸς ἡμῖν σήμερον
149,Mt6:12,καὶ ἄφες ἡμῖν τὰ ὀφειλήματα ἡμῶν ὡς καὶ ἡμεῖς ἀφίεμεν τοῖς ὀφειλέταις ἡμῶν
150,Mt6:13,καὶ μὴ εἰσενέγκῃς ἡμᾶς εἰς πειρασμόν ἀλλὰ ῥῦσαι ἡμᾶς ἀπὸ τοῦ πονηροῦ ὅτι σοῦ ἐστιν ἡ βασιλεία καὶ ἡ δύναμις καὶ ἡ δόξα εἰς τοῦς αἰῶνας ἀμήν
151,Mt6:14,ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος
152,Mt6:15,ἐὰν δὲ μὴ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν
153,Mt6:16,ὅταν δὲ νηστεύητε μὴ γίνεσθε ὥσπερ οἱ ὑποκριταὶ σκυθρωποί ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες ἀμὴν λέγω ὑμῖν ὅτι ἀπέχουσιν τὸν μισθὸν αὐτῶν
154,Mt6:17,σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλήν καὶ τὸ πρόσωπόν σου νίψαι
155,Mt6:18,ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι
156,Mt6:19,μὴ θησαυρίζετε ὑμῖν θησαυροὺς ἐπὶ τῆς γῆς ὅπου σὴς καὶ βρῶσις ἀφανίζει καὶ ὅπου κλέπται διορύσσουσιν καὶ κλέπτουσιν
157,Mt6:20,θησαυρίζετε δὲ ὑμῖν θησαυροὺς ἐν οὐρανῷ ὅπου οὔτε σὴς οὔτε βρῶσις ἀφανίζει καὶ ὅπου κλέπται οὐ διορύσσουσιν οὐδὲ κλέπτουσιν
158,Mt6:21,ὅπου γάρ ἐστιν ὁ θησαυρὸς ὑμῶν ἐκεῖ ἔσται καὶ ἡ καρδία ὑμῶν
159,Mt6:22,ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός ἐὰν οὖν ὁ ὀφθαλμός σου ἁπλοῦς ᾖ ὅλον τὸ σῶμά σου φωτεινὸν ἔσται
160,Mt6:23,ἐὰν δὲ ὁ ὀφθαλμός σου πονηρὸς ᾖ ὅλον τὸ σῶμά σου σκοτεινὸν ἔσται εἰ οὖν τὸ φῶς τὸ ἐν σοὶ σκότος ἐστίν τὸ σκότος πόσον
161,Mt6:24,οὐδεὶς δύναται δυσὶν κυρίοις δουλεύειν ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ
162,Mt6:25,διὰ τοῦτο λέγω ὑμῖν μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε καὶ τί πίητε μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος
163,Mt6:26,ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας καὶ ὁ πατὴρ ὑμῶν ὁ οὐράνιος τρέφει αὐτά οὐχ ὑμεῖς μᾶλλον διαφέρετε αὐτῶν
164,Mt6:27,τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα
165,Mt6:28,καὶ περὶ ἐνδύματος τί μεριμνᾶτε καταμάθετε τὰ κρίνα τοῦ ἀγροῦ πῶς αὐξάνει οὐ κοπιᾷ οὐδὲ νήθει
166,Mt6:29,λέγω δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων
167,Mt6:30,εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν οὐ πολλῷ μᾶλλον ὑμᾶς ὀλιγόπιστοι
168,Mt6:31,μὴ οὖν μεριμνήσητε λέγοντες τί φάγωμεν ἤ τί πίωμεν ἤ τί περιβαλώμεθα
169,Mt6:32,πάντα γὰρ ταῦτα τὰ ἔθνη ἐπιζητεῖ οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων
170,Mt6:33,ζητεῖτε δὲ πρῶτον τὴν βασιλείαν τοῦ θεοῦ καὶ τὴν δικαιοσύνην αὐτοῦ καὶ ταῦτα πάντα προστεθήσεται ὑμῖν
171,Mt6:34,μὴ οὖν μεριμνήσητε εἰς τὴν αὔριον ἡ γὰρ αὔριον μεριμνήσει τὰ ἑαυτῆς ἀρκετὸν τῇ ἡμέρᾳ ἡ κακία αὐτῆς
172,Mt7:1,μὴ κρίνετε ἵνα μὴ κριθῆτε
173,Mt7:2,ἐν ᾧ γὰρ κρίματι κρίνετε κριθήσεσθε καὶ ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν
174,Mt7:3,τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς
175,Mt7:4,ἢ πῶς ἐρεῖς τῷ ἀδελφῷ σου ἄφες ἐκβάλω τὸ κάρφος ἀπὸ τοῦ ὀφθαλμοῦ σου καὶ ἰδού ἡ δοκὸς ἐν τῷ ὀφθαλμῷ σου
176,Mt7:5,ὑποκριτά ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σου καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου
177,Mt7:6,μὴ δῶτε τὸ ἅγιον τοῖς κυσίν μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων μήποτε καταπατήσωσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς
178,Mt7:7,αἰτεῖτε καὶ δοθήσεται ὑμῖν ζητεῖτε καὶ εὑρήσετε κρούετε καὶ ἀνοιγήσεται ὑμῖν
179,Mt7:8,πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ἀνοιγήσεται
180,Mt7:9,ἢ τίς ἐστιν ἐξ ὑμῶν ἄνθρωπος ὃν ἐὰν αἰτήσῃ ὁ υἱὸς αὐτοῦ ἄρτον μὴ λίθον ἐπιδώσει αὐτῷ
181,Mt7:10,καὶ ἐὰν ἰχθὺν αἰτήσῃ μὴ ὄφιν ἐπιδώσει αὐτῷ
182,Mt7:11,εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν
183,Mt7:12,πάντα οὖν ὅσα ἂν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται
184,Mt7:13,εἰσέλθετε διὰ τῆς στενῆς πύλης ὅτι πλατεῖα ἡ πύλη καὶ εὐρύχωρος ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ἀπώλειαν καὶ πολλοί εἰσιν οἱ εἰσερχόμενοι δι' αὐτῆς
185,Mt7:14,τί στενὴ ἡ πύλη καὶ τεθλιμμένη ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ζωήν καὶ ὀλίγοι εἰσὶν οἱ εὑρίσκοντες αὐτήν
186,Mt7:15,προσέχετε δὲ ἀπὸ τῶν ψευδοπροφητῶν οἵτινες ἔρχονται πρὸς ὑμᾶς ἐν ἐνδύμασιν προβάτων ἔσωθεν δέ εἰσιν λύκοι ἅρπαγες
187,Mt7:16,ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς μήτι συλλέγουσιν ἀπὸ ἀκανθῶν σταφυλήν ἢ ἀπὸ τριβόλων σῦκα
188,Mt7:17,οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ τὸ δὲ σαπρὸν δένδρον καρποὺς πονηροὺς ποιεῖ
189,Mt7:18,οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ποιεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν
190,Mt7:19,πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται
191,Mt7:20,ἄρα γε ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς
192,Mt7:21,οὐ πᾶς ὁ λέγων μοι κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν ἀλλ' ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν οὐρανοῖς
193,Mt7:22,πολλοὶ ἐροῦσίν μοι ἐν ἐκείνῃ τῇ ἡμέρᾳ κύριε κύριε οὐ τῷ σῷ ὀνόματι προεφητεύσαμεν καὶ τῷ σῷ ὀνόματι δαιμόνια ἐξεβάλομεν καὶ τῷ σῷ ὀνόματι δυνάμεις πολλὰς ἐποιήσαμεν
194,Mt7:23,καὶ τότε ὁμολογήσω αὐτοῖς ὅτι οὐδέποτε ἔγνων ὑμᾶς ἀποχωρεῖτε ἀπ' ἐμοῦ οἱ ἐργαζόμενοι τὴν ἀνομίαν
195,Mt7:24,πᾶς οὖν ὅστις ἀκούει μου τοὺς λόγους τούτους καὶ ποιεῖ αὐτούς ὁμοιώσω αὐτὸν ἀνδρὶ φρονίμῳ ὅστις ᾠκοδόμησεν τὴν οἰκίαν αὐτοῦ ἐπὶ τὴν πέτραν
