Verse,Transcription
Mat 9:13,فاذهبوا وتعلّموا ما هو. اني اريد رحمة لا ذبيحة. لاني لم آت لادعو ابرارا بل خطاة الى التوبة
Mat 9:14,حينئذ اتى اليه تلاميذ يوحنا قائلين لماذا نصوم نحن والفريسيون كثيرا واما تلاميذك فلا يصومون.
Mat 9:15,فقال لهم يسوع هل يستطيع بنو العرس ان ينوحوا ما دام العريس معهم. ولكن ستأتي ايام حين يرفع العريس عنهم فحينئذ يصومون.
Mat 9:16,ليس احد يجعل رقعة من قطعة جديدة على ثوب عتيق. لان الملء ياخذ من الثوب فيصير الخرق اردأ.
Mat 9:17,ولا يجعلون خمرا جديدة في زقاق عتيقة. لئلا تنشقّ الزقاق فالخمر تنصب والزقاق تتلف. بل يجعلون خمرا جديدة في زقاق جديدة فتحفظ جميعا
Mat 9:18,وفيما هو يكلمهم بهذا اذا رئيس قد جاء فسجد له قائلا ان ابنتي الآن ماتت. لكن تعال وضع يدك عليها فتحيا.
Mat 9:19,فقام يسوع وتبعه هو وتلاميذه.
Mat 9:20,واذا امرأة نازفة دم منذ اثنتي عشرة سنة قد جاءت من ورائه ومسّت هدب ثوبه.
Mat 9:21,لانها قالت في نفسها ان مسست ثوبه فقط شفيت.
Mat 9:22,فالتفت يسوع وابصرها فقال ثقي يا ابنة. ايمانك قد شفاك فشفيت المرأة من تلك الساعة.
Mat 9:23,ولما جاء يسوع الى بيت الرئيس ونظر المزمرين والجمع يضجون
Mat 9:24,قال لهم تنحوا. فان الصبية لم تمت لكنها نائمة. فضحكوا عليه.
Mat 9:25,فلما اخرج الجمع دخل وامسك بيدها. فقامت الصبية.
Mat 9:26,فخرج ذلك الخبر الى تلك الارض كلها
Mat 9:27,وفيما يسوع مجتاز من هناك تبعه اعميان يصرخان ويقولان ارحمنا يا ابن داود.
Mat 9:28,ولما جاء الى البيت تقدم اليه الاعميان. فقال لهما يسوع أتؤمنان اني اقدر ان افعل هذا. قالا له نعم يا سيد.
Mat 9:29,حينئذ لمس اعينهما قائلا بحسب ايمانكما ليكن لكما.
Mat 9:30,فانفتحت اعينهما. فانتهرهما يسوع قائلا انظرا لا يعلم احد.
Mat 9:31,ولكنهما خرجا واشاعاه في تلك الارض كلها
Mat 9:32,وفيما هما خارجان اذا انسان اخرس مجنون قدموه اليه.
Mat 9:33,فلما اخرج الشيطان تكلم الاخرس. فتعجب الجموع قائلين لم يظهر قط مثل هذا في اسرائيل.
Mat 9:34,اما الفريسيون فقالوا برئيس الشياطين يخرج الشياطين
Mat 9:35,وكان يسوع يطوف المدن كلها والقرى يعلّم في مجامعها. ويكرز ببشارة الملكوت. ويشفي كل مرض وكل ضعف في الشعب.
Mat 9:36,ولما رأى الجموع تحنن عليهم اذ كانوا منزعجين ومنطرحين كغنم لا راعي لها.
Mat 9:37,حينئذ قال لتلاميذه الحصاد كثير ولكن الفعلة قليلون.
Mat 9:38,فاطلبوا من رب الحصاد ان يرسل فعلة الى حصاده
Mat 10:1,ثم دعا تلاميذه الاثني عشر واعطاهم سلطانا على ارواح نجسة حتى يخرجوها ويشفوا كل مرض وكل ضعف.
Mat 10:2,واما اسماء الاثني عشر رسولا فهي هذه. الاول سمعان الذي يقال له بطرس واندراوس اخوه. يعقوب بن زبدي ويوحنا اخوه.
Mat 10:3,فيلبس وبرثولماوس. توما ومتى العشار. يعقوب بن حلفى ولباوس الملقب تداوس.
Mat 10:4,سمعان القانوي ويهوذا الاسخريوطي الذي اسلمه
Mat 10:5,هؤلاء الاثنا عشر ارسلهم يسوع واوصاهم قائلا. الى طريق امم لا تمضوا والى مدينة للسامريين لا تدخلوا.
Mat 10:6,بل اذهبوا بالحري الى خراف بيت اسرائيل الضالة.
Mat 10:7,وفيما انتم ذاهبون اكرزوا قائلين انه قد اقترب ملكوت السموات.
Mat 10:8,اشفوا مرضى. طهروا برصا. اقيموا موتى. اخرجوا شياطين. مجانا اخذتم مجانا اعطوا.
Mat 10:9,لا تقتنوا ذهبا ولا فضة ولا نحاسا في مناطقكم.
Mat 10:10,ولا مزودا للطريق ولا ثوبين ولا احذية ولا عصا. لان الفاعل مستحق طعامه
Mat 10:11,واية مدينة او قرية دخلتموها فافحصوا من فيها مستحق. واقيموا هناك حتى تخرجوا.
Mat 10:12,وحين تدخلون البيت سلموا عليه.
Mat 10:13,فان كان البيت مستحقا فليات سلامكم عليه. ولكن ان لم يكن مستحقا فليرجع سلامكم اليكم.
Mat 10:14,ومن لا يقبلكم ولا يسمع كلامكم فاخرجوا خارجا من ذلك البيت او من تلك المدينة وانفضوا غبار ارجلكم.
Mat 10:15,الحق اقول لكم ستكون لارض سدوم وعمورة يوم الدين حالة اكثر احتمالا مما لتلك المدينة
Mat 10:16,ها انا ارسلكم كغنم في وسط ذئاب. فكونوا حكماء كالحيّات وبسطاء كالحمام.
Mat 10:17,ولكن احذروا من الناس. لانهم سيسلمونكم الى مجالس وفي مجامعهم يجلدونكم.
Mat 10:18,وتساقون امام ولاة وملوك من اجلي شهادة لهم وللامم.
Mat 10:19,فمتى اسلموكم فلا تهتموا كيف او بما تتكلمون. لانكم تعطون في تلك الساعة ما تتكلمون به.
Mat 10:20,لان لستم انتم المتكلمين بل روح ابيكم الذي يتكلم فيكم.
Mat 10:21,وسيسلم الاخ اخاه الى الموت والاب ولده. ويقوم الاولاد على والديهم ويقتلونهم.
Mat 10:22,وتكونون مبغضين من الجميع من اجل اسمي. ولكن الذي يصبر الى المنتهى فهذا يخلص.
Mat 10:23,ومتى طردوكم في هذه المدينة فاهربوا الى الاخرى. فاني الحق اقول لكم لا تكملون مدن اسرائيل حتى يأتي ابن الانسان
Mat 10:24,ليس التلميذ افضل من المعلم ولا العبد افضل من سيده.
Mat 10:25,يكفي التلميذ ان يكون كمعلمه والعبد كسيده. ان كانوا قد لقبوا رب البيت بعلزبول فكم بالحري اهل بيته.
Mat 10:26,فلا تخافوهم. لان ليس مكتوم لن يستعلن ولا خفي لن يعرف.
Mat 10:27,الذي اقوله لكم في الظلمة قولوه في النور. والذي تسمعونه في الاذن نادوا به على السطوح.
Mat 10:28,ولا تخافوا من الذين يقتلون الجسد ولكن النفس لا يقدرون ان يقتلوها. بل خافوا بالحري من الذي يقدر ان يهلك النفس والجسد كليهما في جهنم.
Mat 10:29,أليس عصفوران يباعان بفلس. وواحد منهما لا يسقط على الارض بدون ابيكم.
Mat 10:30,واما انتم فحتى شعور رؤوسكم جميعها محصاة.
Mat 10:31,فلا تخافوا. انتم افضل من عصافير كثيرة.
Mat 10:32,فكل من يعترف بي قدام الناس اعترف انا ايضا به قدام ابي الذي في السموات.
Mat 10:33,ولكن من ينكرني قدام الناس انكره انا ايضا قدام ابي الذي في السموات
Mat 10:34,لا تظنوا اني جئت لألقي سلاما على الارض. ما جئت لألقي سلاما بل سيفا.
Mat 10:35,فاني جئت لأفرّق الانسان ضد ابيه والابنة ضد امها والكنة ضد حماتها.
Mat 10:36,واعداء الانسان اهل بيته.
Mat 10:37,من احب ابا او اما اكثر مني فلا يستحقني. ومن احب ابنا او ابنة اكثر مني فلا يستحقني.
Mat 10:38,ومن لا ياخذ صليبه ويتبعني فلا يستحقني.
Mat 10:39,من وجد حياته يضيعها. ومن اضاع حياته من اجلي يجدها.
Mat 10:40,من يقبلكم يقبلني ومن يقبلني يقبل الذي ارسلني.
Mat 10:41,من يقبل نبيا باسم نبي فأجر نبي ياخذ. ومن يقبل بارا باسم بار فأجر بار ياخذ.
Mat 10:42,ومن سقى احد هؤلاء الصغار كاس ماء بارد فقط باسم تلميذ فالحق اقول لكم انه لا يضيع اجره
Mat 11:1,ولما اكمل يسوع أمره لتلاميذه الاثني عشر انصرف من هناك ليعلّم ويكرز في مدنهم
Mat 11:2,اما يوحنا فلما سمع في السجن باعمال المسيح ارسل اثنين من تلاميذه.
Mat 11:3,وقال له انت هو الآتي ام ننتظر آخر.
Mat 11:4,فاجاب يسوع وقال لهما اذهبا واخبرا يوحنا بما تسمعان وتنظران.
Mat 11:5,العمي يبصرون والعرج يمشون والبرص يطهرون والصم يسمعون والموتى يقومون والمساكين يبشّرون.
Mat 11:6,وطوبى لمن لا يعثر فيّ
Mat 11:7,وبينما ذهب هذان ابتدأ يسوع يقول للجموع عن يوحنا ماذا خرجتم الى البرية لتنظروا. أقصبة تحركها الريح.
Mat 11:8,لكن ماذا خرجتم لتنظروا. أإنسانا لابسا ثيابا ناعمة. هوذا الذين يلبسون الثياب الناعمة هم في بيوت الملوك.
Mat 11:9,لكن ماذا خرجتم لتنظروا. أنبيا. نعم اقول لكم وافضل من نبي.
Mat 11:10,فان هذا هو الذي كتب عنه ها انا ارسل امام وجهك ملاكي الذي يهيئ طريقك قدامك.
Mat 11:11,الحق اقول لكم لم يقم بين المولودين من النساء اعظم من يوحنا المعمدان. ولكن الاصغر في ملكوت السموات اعظم منه.
Mat 11:12,ومن ايام يوحنا المعمدان الى الآن ملكوت السموات يغصب والغاصبون يختطفونه.
Mat 11:13,لان جميع الانبياء والناموس الى يوحنا تنبأوا.
Mat 11:14,وان اردتم ان تقبلوا فهذا هو ايليا المزمع ان ياتي.
Mat 11:15,من له اذنان للسمع فليسمع
Mat 11:16,وبمن اشبّه هذا الجيل. يشبه اولادا جالسين في الاسواق ينادون الى اصحابهم
Mat 11:17,ويقولون زمّرنا لكم فلم ترقصوا. نحنا لكم فلم تلطموا.
Mat 11:18,لانه جاء يوحنا لا يأكل ولا يشرب. فيقولون فيه شيطان.
Mat 11:19,جاء ابن الانسان يأكل ويشرب. فيقولون هوذا انسان اكول وشريب خمر. محب للعشارين والخطاة. والحكمة تبررت من بنيها
