Verse,Transcription
Matthew 5:28,ἐγὼ δὲ λέγω ὑμῖν ὅτι πᾶς ὁ βλέπων γυναῖκα πρὸς τὸ ἐπιθυμῆσαι ἤδη ἐμοίχευσεν αὐτὴν ἐν τῇ καρδίᾳ αὐτοῦ
Matthew 5:29,εἰ δὲ ὁ ὀφθαλμός σου ὁ δεξιὸς σκανδαλίζει σε ἔξελε αὐτὸν καὶ βάλε ἀπὸ σοῦ συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν
Matthew 5:30,καὶ εἰ ἡ δεξιά σου χεὶρ σκανδαλίζει σε ἔκκοψον αὐτὴν καὶ βάλε ἀπὸ σοῦ συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου εἰς γέενναν ἀπέλθῃ
Matthew 5:31,ἐρρέθη δέ ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ δότω αὐτῇ ἀποστάσιον
Matthew 5:32,ἐγὼ δὲ λέγω ὑμῖν ὅτι πᾶς ὁ ἀπολύων τὴν γυναῖκα αὐτοῦ παρεκτὸς λόγου πορνείας ποιεῖ αὐτὴν μοιχευθῆναι καὶ ὃς ἐὰν ἀπολελυμένην γαμήσῃ μοιχᾶται
Matthew 5:33,πάλιν ἠκούσατε ὅτι ἐρρέθη τοῖς ἀρχαίοις οὐκ ἐπιορκήσεις ἀποδώσεις δὲ τῷ κυρίῳ τοὺς ὅρκους σου
Matthew 5:34,ἐγὼ δὲ λέγω ὑμῖν μὴ ὀμόσαι ὅλως μήτε ἐν τῷ οὐρανῷ ὅτι θρόνος ἐστὶν τοῦ θεοῦ
Matthew 5:35,μήτε ἐν τῇ γῇ ὅτι ὑποπόδιόν ἐστιν τῶν ποδῶν αὐτοῦ μήτε εἰς Ἱεροσόλυμα ὅτι πόλις ἐστὶν τοῦ μεγάλου βασιλέως
Matthew 5:36,μήτε ἐν τῇ κεφαλῇ σου ὀμόσῃς ὅτι οὐ δύνασαι μίαν τρίχα λευκὴν ποιῆσαι ἢ μέλαιναν
Matthew 5:37,ἔστω δὲ ὁ λόγος ὑμῶν ναὶ ναί οὒ οὔ τὸ δὲ περισσὸν τούτων ἐκ τοῦ πονηροῦ ἐστιν
Matthew 5:38,ἠκούσατε ὅτι ἐρρέθη ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ καὶ ὀδόντα ἀντὶ ὀδόντος
Matthew 5:39,ἐγὼ δὲ λέγω ὑμῖν μὴ ἀντιστῆναι τῷ πονηρῷ ἀλλ' ὅστις σε ῥαπίζει εἰς τὴν δεξιὰν σιαγόνα στρέψον αὐτῷ καὶ τὴν ἄλλην
Matthew 5:40,καὶ τῷ θέλοντί σοι κριθῆναι καὶ τὸν χιτῶνά σου λαβεῖν ἄφες αὐτῷ καὶ τὸ ἱμάτιον
Matthew 5:41,καὶ ὅστις σε ἀγγαρεύσει μίλιον ἕν ὕπαγε μετ' αὐτοῦ δύο
Matthew 5:42,τῷ αἰτοῦντί σε δός καὶ τὸν θέλοντα ἀπὸ σοῦ δανίσασθαι μὴ ἀποστραφῇς
Matthew 5:43,ἠκούσατε ὅτι ἐρρέθη ἀγαπήσεις τὸν πλησίον σου καὶ μισήσεις τὸν ἐχθρόν σου
Matthew 5:44,ἐγὼ δὲ λέγω ὑμῖν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ προσεύχεσθε ὑπὲρ τῶν διωκόντων ὑμᾶς
Matthew 5:45,ὅπως γένησθε υἱοὶ τοῦ πατρὸς ὑμῶν τοῦ ἐν οὐρανοῖς ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει ἐπὶ πονηροὺς καὶ ἀγαθοὺς καὶ βρέχει ἐπὶ δικαίους καὶ ἀδίκους
Matthew 5:46,ἐὰν γὰρ ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς τίνα μισθὸν ἔχετε οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν
Matthew 5:47,καὶ ἐὰν ἀσπάσησθε τοὺς ἀδελφοὺς ὑμῶν μόνον τί περισσὸν ποιεῖτε οὐχὶ καὶ οἱ ἐθνικοὶ τὸ αὐτὸ ποιοῦσιν
Matthew 5:48,ἔσεσθε οὖν ὑμεῖς τέλειοι ὡς ὁ πατὴρ ὑμῶν ὁ οὐράνιος τέλειός ἐστιν
Matthew 6:1,προσέχετε δὲ τὴν δικαιοσύνην ὑμῶν μὴ ποιεῖν ἔμπροσθεν τῶν ἀνθρώπων πρὸς τὸ θεαθῆναι αὐτοῖς εἰ δὲ μήγε μισθὸν οὐκ ἔχετε παρὰ τῷ πατρὶ ὑμῶν τῷ ἐν οὐρανοῖς
Matthew 6:2,ὅταν οὖν ποιῇς ἐλεημοσύνην μὴ σαλπίσῃς ἔμπροσθέν σου ὥσπερ οἱ ὑποκριταὶ ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις ὅπως δοξασθῶσιν ὑπὸ τῶν ἀνθρώπων ἀμὴν λέγω ὑμῖν ἀπέχουσιν τὸν μισθὸν αὐτῶν
Matthew 6:3,σοῦ δὲ ποιοῦντος ἐλεημοσύνην μὴ γνώτω ἡ ἀριστερά σου τί ποιεῖ ἡ δεξιά σου
Matthew 6:4,ὅπως ἡ σοῦ ἐλεημοσύνη ᾖ ἐν τῷ κρυπτῷ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι
Matthew 6:5,καὶ ὅταν προσεύχησθε οὐκ ἔσεσθε ὡς οἱ ὑποκριταί ὅτι φιλοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι ὅπως φανῶσιν τοῖς ἀνθρώποις ἀμὴν λέγω ὑμῖν ἀπέχουσιν τὸν μισθὸν αὐτῶν
Matthew 6:6,σὺ δὲ ὅταν προσεύχῃ εἴσελθε εἰς τὸ ταμεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι
Matthew 6:7,προσευχόμενοι δὲ μὴ βατταλογήσητε ὥσπερ οἱ ἐθνικοί δοκοῦσιν γὰρ ὅτι ἐν τῇ πολυλογίᾳ αὐτῶν εἰσακουσθήσονται
Matthew 6:8,μὴ οὖν ὁμοιωθῆτε αὐτοῖς οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν
Matthew 6:9,οὕτως οὖν προσεύχεσθε ὑμεῖς πάτερ ἡμῶν ὁ ἐν τοῖς οὐρανοῖς ἁγιασθήτω τὸ ὄνομά σου
Matthew 6:10,ἐλθάτω ἡ βασιλεία σου γενηθήτω τὸ θέλημά σου ὡς ἐν οὐρανῷ καὶ ἐπὶ γῆς
Matthew 6:11,τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δὸς ἡμῖν σήμερον
Matthew 6:12,καὶ ἄφες ἡμῖν τὰ ὀφειλήματα ἡμῶν ὡς καὶ ἡμεῖς ἀφήκαμεν τοῖς ὀφειλέταις ἡμῶν
Matthew 6:13,καὶ μὴ εἰσενέγκῃς ἡμᾶς εἰς πειρασμόν ἀλλὰ ῥῦσαι ἡμᾶς ἀπὸ τοῦ πονηροῦ
Matthew 6:14,ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος
Matthew 6:15,ἐὰν δὲ μὴ ἀφῆτε τοῖς ἀνθρώποις οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν
Matthew 6:16,ὅταν δὲ νηστεύητε μὴ γίνεσθε ὡς οἱ ὑποκριταὶ σκυθρωποί ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες ἀμὴν λέγω ὑμῖν ἀπέχουσιν τὸν μισθὸν αὐτῶν
Matthew 6:17,σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλὴν καὶ τὸ πρόσωπόν σου νίψαι
Matthew 6:18,ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ κρυφαίῳ καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυφαίῳ ἀποδώσει σοι
Matthew 6:19,μὴ θησαυρίζετε ὑμῖν θησαυροὺς ἐπὶ τῆς γῆς ὅπου σὴς καὶ βρῶσις ἀφανίζει καὶ ὅπου κλέπται διορύσσουσιν καὶ κλέπτουσιν
Matthew 6:20,θησαυρίζετε δὲ ὑμῖν θησαυροὺς ἐν οὐρανῷ ὅπου οὔτε σὴς οὔτε βρῶσις ἀφανίζει καὶ ὅπου κλέπται οὐ διορύσσουσιν οὐδὲ κλέπτουσιν
Matthew 6:21,ὅπου γάρ ἐστιν ὁ θησαυρός σου ἐκεῖ ἔσται καὶ ἡ καρδία σου
Matthew 6:22,ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός ἐὰν ᾖ ὁ ὀφθαλμός σου ἁπλοῦς ὅλον τὸ σῶμά σου φωτεινὸν ἔσται
Matthew 6:23,ἐὰν δὲ ὁ ὀφθαλμός σου πονηρὸς ᾖ ὅλον τὸ σῶμά σου σκοτεινὸν ἔσται εἰ οὖν τὸ φῶς τὸ ἐν σοὶ σκότος ἐστίν τὸ σκότος πόσον
Matthew 6:24,οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ
Matthew 6:25,διὰ τοῦτο λέγω ὑμῖν μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος
Matthew 6:26,ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας καὶ ὁ πατὴρ ὑμῶν ὁ οὐράνιος τρέφει αὐτά οὐχ ὑμεῖς μᾶλλον διαφέρετε αὐτῶν
Matthew 6:27,τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα
Matthew 6:28,καὶ περὶ ἐνδύματος τί μεριμνᾶτε καταμάθετε τὰ κρίνα τοῦ ἀγροῦ πῶς αὐξάνουσιν οὐ κοπιῶσιν οὐδὲ νήθουσιν
Matthew 6:29,λέγω δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων
Matthew 6:30,εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν οὐ πολλῷ μᾶλλον ὑμᾶς ὀλιγόπιστοι
Matthew 6:31,μὴ οὖν μεριμνήσητε λέγοντες τί φάγωμεν ἤ τί πίωμεν ἤ τί περιβαλώμεθα
Matthew 6:32,πάντα γὰρ ταῦτα τὰ ἔθνη ἐπιζητοῦσιν οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων
Matthew 6:33,ζητεῖτε δὲ πρῶτον τὴν βασιλείαν καὶ τὴν δικαιοσύνην αὐτοῦ καὶ ταῦτα πάντα προστεθήσεται ὑμῖν
Matthew 6:34,μὴ οὖν μεριμνήσητε εἰς τὴν αὔριον ἡ γὰρ αὔριον μεριμνήσει ἑαυτῆς ἀρκετὸν τῇ ἡμέρᾳ ἡ κακία αὐτῆς
Matthew 7:1,μὴ κρίνετε ἵνα μὴ κριθῆτε
Matthew 7:2,ἐν ᾧ γὰρ κρίματι κρίνετε κριθήσεσθε καὶ ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν
Matthew 7:3,τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς
Matthew 7:4,ἢ πῶς ἐρεῖς τῷ ἀδελφῷ σου ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ σου καὶ ἰδοὺ ἡ δοκὸς ἐν τῷ ὀφθαλμῷ σοῦ
Matthew 7:5,ὑποκριτά ἔκβαλε πρῶτον ἐκ τοῦ ὀφθαλμοῦ σοῦ τὴν δοκόν καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου
Matthew 7:6,μὴ δῶτε τὸ ἅγιον τοῖς κυσίν μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων μήποτε καταπατήσουσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς
Matthew 7:7,αἰτεῖτε καὶ δοθήσεται ὑμῖν ζητεῖτε καὶ εὑρήσετε κρούετε καὶ ἀνοιγήσεται ὑμῖν
Matthew 7:8,πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ἀνοιγήσεται
Matthew 7:9,ἢ τίς ἐστιν ἐξ ὑμῶν ἄνθρωπος ὃν αἰτήσει ὁ υἱὸς αὐτοῦ ἄρτον μὴ λίθον ἐπιδώσει αὐτῷ
Matthew 7:10,ἢ καὶ ἰχθὺν αἰτήσει μὴ ὄφιν ἐπιδώσει αὐτῷ
Matthew 7:11,εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν
Matthew 7:12,πάντα οὖν ὅσα ἐὰν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται
Matthew 7:13,εἰσέλθατε διὰ τῆς στενῆς πύλης ὅτι πλατεῖα ἡ πύλη καὶ εὐρύχωρος ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ἀπώλειαν καὶ πολλοί εἰσιν οἱ εἰσερχόμενοι δι' αὐτῆς
Matthew 7:14,ὅτι στενὴ ἡ πύλη καὶ τεθλιμμένη ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ζωήν καὶ ὀλίγοι εἰσὶν οἱ εὑρίσκοντες αὐτήν
Matthew 7:15,προσέχετε ἀπὸ τῶν ψευδοπροφητῶν οἵτινες ἔρχονται πρὸς ὑμᾶς ἐν ἐνδύμασιν προβάτων ἔσωθεν δέ εἰσιν λύκοι ἅρπαγες
Matthew 7:16,ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς μήτι συλλέγουσιν ἀπὸ ἀκανθῶν σταφυλὰς ἢ ἀπὸ τριβόλων σῦκα
Matthew 7:17,οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ τὸ δὲ σαπρὸν δένδρον καρποὺς πονηροὺς ποιεῖ
Matthew 7:18,οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ἐνεγκεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ἐνεγκεῖν
Matthew 7:19,πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται
Matthew 7:20,ἄραγε ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς
Matthew 7:21,οὐ πᾶς ὁ λέγων μοι κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν ἀλλ' ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν τοῖς οὐρανοῖς
Matthew 7:22,πολλοὶ ἐροῦσίν μοι ἐν ἐκείνῃ τῇ ἡμέρᾳ κύριε κύριε οὐ τῷ σῷ ὀνόματι ἐπροφητεύσαμεν καὶ τῷ σῷ ὀνόματι δαιμόνια ἐξεβάλομεν καὶ τῷ σῷ ὀνόματι δυνάμεις πολλὰς ἐποιήσαμεν
Matthew 7:23,καὶ τότε ὁμολογήσω αὐτοῖς ὅτι οὐδέποτε ἔγνων ὑμᾶς ἀποχωρεῖτε ἀπ' ἐμοῦ οἱ ἐργαζόμενοι τὴν ἀνομίαν
Matthew 7:24,πᾶς οὖν ὅστις ἀκούει μου τοὺς λόγους τούτους καὶ ποιεῖ αὐτοὺς ὁμοιωθήσεται ἀνδρὶ φρονίμῳ ὅστις ᾠκοδόμησεν αὐτοῦ τὴν οἰκίαν ἐπὶ τὴν πέτραν
Matthew 7:25,καὶ κατέβη ἡ βροχὴ καὶ ἦλθον οἱ ποταμοὶ καὶ ἔπνευσαν οἱ ἄνεμοι καὶ προσέπεσαν τῇ οἰκίᾳ ἐκείνῃ καὶ οὐκ ἔπεσεν τεθεμελίωτο γὰρ ἐπὶ τὴν πέτραν
